time,probe,device_id,moisture_pct,m_raw,temp_C,ec_uS_cm,byte11,ec_raw,byte8,logger
08:52:23,back_lawn_sw,005cb5,9,732,25.5,127.1,0x16,,,1 (filtered)
08:52:23,back_lawn_sw,005cb5,9,732,25.5,127.1,0x16,3255,0x20,2 (unfiltered)
08:52:29,back_lawn_nw,0058ac,0,614,24.3,4.8,0x16,122,0x20,2 (unfiltered)
08:52:33,back_lawn_sw,005cb5,0,641,25.4,5.2,0x16,,,1 (filtered)
08:52:33,back_lawn_sw,005cb5,0,641,25.4,5.2,0x16,134,0x20,2 (unfiltered)
08:52:39,back_lawn_nw,0058ac,1,629,24.3,4.8,0x16,,,1 (filtered)
08:52:39,back_lawn_nw,0058ac,1,629,24.3,4.8,0x16,122,0x20,2 (unfiltered)
08:52:44,back_lawn_sw,005cb5,4,675,25.4,5.2,0x16,133,0x20,2 (unfiltered)
08:52:52,back_lawn_nw,0058ac,0,608,25.5,4.8,0x16,,,1 (filtered)
08:52:52,back_lawn_nw,0058ac,0,608,25.5,4.8,0x16,122,0x20,2 (unfiltered)
08:53:20,back_lawn_se,005995,3,640,24.6,5.4,0x16,,,1 (filtered)
08:53:20,back_lawn_se,005995,3,640,24.6,5.4,0x16,137,0x20,2 (unfiltered)
08:53:33,back_lawn_ne,005b45,0,603,23.8,5.2,0x16,,,1 (filtered)
08:53:33,back_lawn_ne,005b45,0,603,23.8,5.2,0x16,132,0x20,2 (unfiltered)
08:53:55,back_lawn_sw,005cb5,100,1766,25.0,5.1,0x16,,,1 (filtered)
08:53:55,back_lawn_sw,005cb5,100,1766,25.0,5.1,0x16,131,0x60,2 (unfiltered)
08:54:05,back_lawn_nw,0058ac,97,1603,25.4,4.8,0x16,,,1 (filtered)
08:54:05,back_lawn_nw,0058ac,97,1603,25.4,4.8,0x16,122,0x60,2 (unfiltered)
08:54:05,back_lawn_sw,005cb5,100,1768,24.4,5.1,0x16,,,1 (filtered)
08:54:05,back_lawn_sw,005cb5,100,1768,24.4,5.1,0x16,131,0x60,2 (unfiltered)
08:54:15,back_lawn_nw,0058ac,98,1609,25.2,4.8,0x16,,,1 (filtered)
08:54:15,back_lawn_nw,0058ac,98,1609,25.2,4.8,0x16,122,0x60,2 (unfiltered)
08:54:15,back_lawn_sw,005cb5,100,1768,24.0,5.2,0x16,132,0x60,2 (unfiltered)
08:54:31,back_lawn_se,005995,100,1652,24.4,5.1,0x16,,,1 (filtered)
08:54:31,back_lawn_se,005995,100,1652,24.4,5.1,0x16,130,0x60,2 (unfiltered)
08:54:35,back_lawn_nw,0058ac,98,1610,23.4,4.8,0x16,,,1 (filtered)
08:54:35,back_lawn_nw,0058ac,98,1610,23.4,4.8,0x16,122,0x60,2 (unfiltered)
08:54:35,back_lawn_sw,005cb5,100,1769,23.7,5.2,0x16,,,1 (filtered)
08:54:35,back_lawn_sw,005cb5,100,1769,23.7,5.2,0x16,132,0x60,2 (unfiltered)
08:54:41,back_lawn_se,005995,100,1663,24.0,5.1,0x16,,,1 (filtered)
08:54:41,back_lawn_se,005995,100,1663,24.0,5.1,0x16,130,0x60,2 (unfiltered)
08:54:44,back_lawn_ne,005b45,100,1666,23.6,5.1,0x16,,,1 (filtered)
08:54:44,back_lawn_ne,005b45,100,1666,23.6,5.1,0x16,130,0x60,2 (unfiltered)
08:54:51,back_lawn_se,005995,100,1666,23.6,5.1,0x16,,,1 (filtered)
08:54:51,back_lawn_se,005995,100,1666,23.6,5.1,0x16,130,0x60,2 (unfiltered)
08:54:54,back_lawn_ne,005b45,100,1680,23.4,5.1,0x16,,,1 (filtered)
08:54:54,back_lawn_ne,005b45,100,1680,23.4,5.1,0x16,130,0x60,2 (unfiltered)
08:54:55,back_lawn_sw,005cb5,100,1767,23.7,5.1,0x16,,,1 (filtered)
08:54:55,back_lawn_sw,005cb5,100,1767,23.7,5.1,0x16,131,0x60,2 (unfiltered)
08:55:04,back_lawn_ne,005b45,100,1681,23.4,5.0,0x16,,,1 (filtered)
08:55:04,back_lawn_ne,005b45,100,1681,23.4,5.0,0x16,129,0x60,2 (unfiltered)
08:55:05,back_lawn_nw,0058ac,98,1608,23.4,4.8,0x16,,,1 (filtered)
08:55:05,back_lawn_nw,0058ac,98,1608,23.4,4.8,0x16,122,0x60,2 (unfiltered)
08:55:11,back_lawn_se,005995,100,1667,23.3,5.1,0x16,,,1 (filtered)
08:55:11,back_lawn_se,005995,100,1667,23.3,5.1,0x16,131,0x60,2 (unfiltered)
08:55:14,back_lawn_ne,005b45,100,1682,23.4,5.1,0x16,,,1 (filtered)
08:55:14,back_lawn_ne,005b45,100,1682,23.4,5.1,0x16,130,0x60,2 (unfiltered)
08:55:21,back_lawn_se,005995,100,1668,23.3,5.1,0x16,,,1 (filtered)
08:55:21,back_lawn_se,005995,100,1668,23.3,5.1,0x16,130,0x60,2 (unfiltered)
08:55:31,back_lawn_se,005995,100,1669,23.3,5.1,0x16,,,1 (filtered)
08:55:31,back_lawn_se,005995,100,1669,23.3,5.1,0x16,130,0x60,2 (unfiltered)
08:55:34,back_lawn_ne,005b45,100,1681,23.4,5.1,0x16,130,0x60,2 (unfiltered)
08:55:42,back_lawn_se,005995,100,1669,23.3,5.1,0x16,131,0x60,2 (unfiltered)
08:56:18,back_lawn_sw,005cb5,100,1764,23.7,5.2,0x16,,,1 (filtered)
08:56:18,back_lawn_sw,005cb5,100,1764,23.7,5.2,0x16,132,0x60,2 (unfiltered)
08:56:31,back_lawn_nw,0058ac,97,1600,23.4,4.8,0x16,,,1 (filtered)
08:56:31,back_lawn_nw,0058ac,97,1600,23.4,4.8,0x16,122,0x60,2 (unfiltered)
08:56:54,back_lawn_se,005995,100,1656,23.3,5.1,0x16,,,1 (filtered)
08:56:54,back_lawn_se,005995,100,1656,23.3,5.1,0x16,130,0x60,2 (unfiltered)
08:57:07,back_lawn_ne,005b45,100,1665,23.4,5.1,0x16,,,1 (filtered)
08:57:07,back_lawn_ne,005b45,100,1665,23.4,5.1,0x16,130,0x60,2 (unfiltered)
08:57:29,back_lawn_sw,005cb5,100,1743,23.7,46.1,0x16,,,1 (filtered)
08:57:29,back_lawn_sw,005cb5,100,1743,23.7,46.1,0x16,1180,0x60,2 (unfiltered)
08:57:44,back_lawn_nw,0058ac,100,1648,23.4,25.8,0x16,,,1 (filtered)
08:57:44,back_lawn_nw,0058ac,100,1648,23.4,25.8,0x16,661,0x60,2 (unfiltered)
08:58:05,back_lawn_se,005995,100,1634,23.3,36.0,0x16,,,1 (filtered)
08:58:05,back_lawn_se,005995,100,1634,23.3,36.0,0x16,921,0x60,2 (unfiltered)
08:58:18,back_lawn_ne,005b45,100,1721,23.4,35.7,0x16,,,1 (filtered)
08:58:18,back_lawn_ne,005b45,100,1721,23.4,35.7,0x16,914,0x60,2 (unfiltered)
08:58:40,back_lawn_sw,005cb5,100,1732,23.6,25.8,0x16,,,1 (filtered)
08:58:40,back_lawn_sw,005cb5,100,1732,23.6,25.8,0x16,661,0x60,2 (unfiltered)
08:58:57,back_lawn_nw,0058ac,100,1646,23.4,25.8,0x16,,,1 (filtered)
08:58:57,back_lawn_nw,0058ac,100,1646,23.4,25.8,0x16,661,0x60,2 (unfiltered)
08:59:16,back_lawn_se,005995,100,1632,23.3,36.0,0x16,,,1 (filtered)
08:59:16,back_lawn_se,005995,100,1632,23.3,36.0,0x16,921,0x60,2 (unfiltered)
08:59:29,back_lawn_ne,005b45,100,1718,23.3,45.7,0x16,,,1 (filtered)
08:59:29,back_lawn_ne,005b45,100,1718,23.3,45.7,0x16,1171,0x60,2 (unfiltered)
08:59:52,back_lawn_sw,005cb5,100,1731,23.5,25.8,0x16,,,1 (filtered)
08:59:52,back_lawn_sw,005cb5,100,1731,23.5,25.8,0x16,661,0x60,2 (unfiltered)
09:00:10,back_lawn_nw,0058ac,100,1646,23.4,25.9,0x16,662,0x60,2 (unfiltered)
09:00:10,back_lawn_nw,0058ac,100,1646,23.4,25.9,0x16,662,0x60,2 (unfiltered)
09:00:27,back_lawn_se,005995,100,1631,23.3,46.0,0x16,,,1 (filtered)
09:00:27,back_lawn_se,005995,100,1631,23.3,46.0,0x16,1178,0x60,2 (unfiltered)
09:00:33,desk_spare,0070f4,0,585,26.0,5.0,0x16,128,0x20,2 (unfiltered)
09:00:41,back_lawn_ne,005b45,100,1717,23.3,45.8,0x16,,,1 (filtered)
09:00:41,back_lawn_ne,005b45,100,1717,23.3,45.8,0x16,1172,0x60,2 (unfiltered)
09:00:41,back_lawn_ne,005b45,100,1717,23.3,45.8,0x16,1172,0x60,2 (unfiltered)
09:01:03,back_lawn_sw,005cb5,100,1731,23.4,25.8,0x16,660,0x60,2 (unfiltered)
09:01:03,back_lawn_sw,005cb5,100,1731,23.4,25.8,0x16,660,0x60,2 (unfiltered)
09:01:23,back_lawn_nw,0058ac,100,1682,23.5,25.9,0x16,,,1 (filtered)
09:01:23,back_lawn_nw,0058ac,100,1682,23.5,25.9,0x16,662,0x60,2 (unfiltered)
09:01:23,back_lawn_nw,0058ac,100,1682,23.5,25.9,0x16,662,0x60,2 (unfiltered)
09:01:39,back_lawn_se,005995,9,694,23.3,5.2,0x16,,,1 (filtered)
09:01:39,back_lawn_se,005995,9,694,23.3,5.2,0x16,132,0x20,2 (unfiltered)
09:01:39,back_lawn_se,005995,9,694,23.3,5.2,0x16,132,0x20,2 (unfiltered)
09:01:49,back_lawn_se,005995,100,1662,23.2,299.1,0x16,,,1 (filtered)
09:01:49,back_lawn_se,005995,100,1662,23.2,299.1,0x16,7657,0x60,2 (unfiltered)
09:01:49,back_lawn_se,005995,100,1662,23.2,299.1,0x16,7657,0x60,2 (unfiltered)
09:01:52,back_lawn_ne,005b45,100,1659,23.3,329.3,0x16,,,1 (filtered)
09:01:52,back_lawn_ne,005b45,100,1659,23.3,329.3,0x16,8430,0x60,2 (unfiltered)
09:01:52,back_lawn_ne,005b45,100,1659,23.3,329.3,0x16,8430,0x60,2 (unfiltered)
09:01:59,back_lawn_se,005995,100,1685,23.2,299.1,0x16,,,1 (filtered)
09:01:59,back_lawn_se,005995,100,1685,23.2,299.1,0x16,7657,0x60,2 (unfiltered)
09:01:59,back_lawn_se,005995,100,1685,23.2,299.1,0x16,7657,0x60,2 (unfiltered)
09:02:09,back_lawn_se,005995,100,1675,23.2,278.9,0x16,,,1 (filtered)
09:02:09,back_lawn_se,005995,100,1675,23.2,278.9,0x16,7140,0x60,2 (unfiltered)
09:02:09,back_lawn_se,005995,100,1675,23.2,278.9,0x16,7140,0x60,2 (unfiltered)
09:02:14,back_lawn_sw,005cb5,100,1681,23.4,309.2,0x16,,,1 (filtered)
09:02:14,back_lawn_sw,005cb5,100,1681,23.4,309.2,0x16,7915,0x60,2 (unfiltered)
09:02:19,back_lawn_se,005995,100,1676,23.2,278.9,0x16,,,1 (filtered)
09:02:19,back_lawn_se,005995,100,1676,23.2,278.9,0x16,7140,0x60,2 (unfiltered)
09:02:36,back_lawn_nw,0058ac,99,1623,23.5,309.2,0x16,,,1 (filtered)
09:02:36,back_lawn_nw,0058ac,99,1623,23.5,309.2,0x16,7916,0x60,2 (unfiltered)
09:02:36,back_lawn_nw,0058ac,99,1623,23.5,309.2,0x16,7916,0x60,2 (unfiltered)
09:03:03,back_lawn_ne,005b45,100,1658,23.3,329.3,0x16,,,1 (filtered)
09:03:03,back_lawn_ne,005b45,100,1658,23.3,329.3,0x16,8429,0x60,2 (unfiltered)
09:03:03,back_lawn_ne,005b45,100,1658,23.3,329.3,0x16,8429,0x60,2 (unfiltered)
09:03:25,back_lawn_sw,005cb5,100,1678,23.5,339.6,0x16,,,1 (filtered)
09:03:25,back_lawn_sw,005cb5,100,1678,23.5,339.6,0x16,8694,0x60,2 (unfiltered)
09:03:25,back_lawn_sw,005cb5,100,1678,23.5,339.6,0x16,8694,0x60,2 (unfiltered)
09:03:49,back_lawn_nw,0058ac,99,1623,23.5,309.3,0x16,7917,0x60,2 (unfiltered)
09:04:01,back_lawn_se,005995,100,1673,23.3,278.9,0x16,,,1 (filtered)
09:04:01,back_lawn_se,005995,100,1673,23.3,278.9,0x16,7140,0x60,2 (unfiltered)
09:04:01,back_lawn_se,005995,100,1673,23.3,278.9,0x16,7140,0x60,2 (unfiltered)
09:04:14,back_lawn_ne,005b45,100,1657,23.3,339.4,0x16,,,1 (filtered)
09:04:14,back_lawn_ne,005b45,100,1657,23.3,339.4,0x16,8689,0x60,2 (unfiltered)
09:04:37,back_lawn_sw,005cb5,100,1675,23.5,359.9,0x16,9213,0x60,2 (unfiltered)
09:04:37,back_lawn_sw,005cb5,100,1675,23.5,359.9,0x16,9213,0x60,2 (unfiltered)
09:05:02,back_lawn_nw,0058ac,99,1623,23.5,319.3,0x16,8174,0x60,2 (unfiltered)
09:05:12,back_lawn_se,005995,100,1671,23.3,288.9,0x16,,,1 (filtered)
09:05:12,back_lawn_se,005995,100,1671,23.3,288.9,0x16,7397,0x60,2 (unfiltered)
09:05:12,back_lawn_se,005995,100,1671,23.3,288.9,0x16,7397,0x60,2 (unfiltered)
09:05:26,back_lawn_ne,005b45,100,1657,23.3,349.5,0x16,8948,0x60,2 (unfiltered)
09:05:48,back_lawn_sw,005cb5,100,1676,23.5,359.9,0x16,,,1 (filtered)
09:05:48,back_lawn_sw,005cb5,100,1676,23.5,359.9,0x16,9213,0x60,2 (unfiltered)
09:05:48,back_lawn_sw,005cb5,100,1676,23.5,359.9,0x16,9213,0x60,2 (unfiltered)
09:06:24,back_lawn_se,005995,100,1671,23.4,289.0,0x16,7399,0x60,2 (unfiltered)
09:06:24,back_lawn_se,005995,100,1671,23.4,289.0,0x16,7399,0x60,2 (unfiltered)
09:06:37,back_lawn_ne,005b45,100,1656,23.3,359.6,0x16,,,1 (filtered)
09:06:37,back_lawn_ne,005b45,100,1656,23.3,359.6,0x16,9205,0x60,2 (unfiltered)
09:06:37,back_lawn_ne,005b45,100,1656,23.3,359.6,0x16,9205,0x60,2 (unfiltered)
09:06:59,back_lawn_sw,005cb5,100,1676,23.5,359.8,0x16,9212,0x60,2 (unfiltered)
09:06:59,back_lawn_sw,005cb5,100,1676,23.5,359.8,0x16,9212,0x60,2 (unfiltered)
09:07:35,back_lawn_se,005995,100,1671,23.4,299.1,0x16,7656,0x60,2 (unfiltered)
09:07:35,back_lawn_se,005995,100,1671,23.4,299.1,0x16,7656,0x60,2 (unfiltered)
09:08:10,back_lawn_sw,005cb5,100,1676,23.5,359.8,0x16,9211,0x60,2 (unfiltered)
09:08:10,back_lawn_sw,005cb5,100,1676,23.5,359.8,0x16,9211,0x60,2 (unfiltered)
09:08:41,back_lawn_nw,0058ac,99,1622,23.5,309.3,0x16,,,1 (filtered)
09:08:41,back_lawn_nw,0058ac,99,1622,23.5,309.3,0x16,7917,0x60,2 (unfiltered)
09:08:41,back_lawn_nw,0058ac,99,1622,23.5,309.3,0x16,7917,0x60,2 (unfiltered)
09:08:46,back_lawn_se,005995,100,1670,23.4,299.2,0x16,,,1 (filtered)
09:08:46,back_lawn_se,005995,100,1670,23.4,299.2,0x16,7659,0x60,2 (unfiltered)
09:08:46,back_lawn_se,005995,100,1670,23.4,299.2,0x16,7659,0x60,2 (unfiltered)
09:08:59,back_lawn_ne,005b45,100,1655,23.3,359.6,0x16,,,1 (filtered)
09:08:59,back_lawn_ne,005b45,100,1655,23.3,359.6,0x16,9205,0x60,2 (unfiltered)
09:08:59,back_lawn_ne,005b45,100,1655,23.3,359.6,0x16,9205,0x60,2 (unfiltered)
09:09:22,back_lawn_sw,005cb5,100,1677,23.5,349.8,0x16,,,1 (filtered)
09:09:22,back_lawn_sw,005cb5,100,1677,23.5,349.8,0x16,8954,0x60,2 (unfiltered)
09:09:22,back_lawn_sw,005cb5,100,1677,23.5,349.8,0x16,8954,0x60,2 (unfiltered)
09:09:54,back_lawn_nw,0058ac,99,1622,23.5,309.2,0x16,7916,0x60,2 (unfiltered)
09:09:57,back_lawn_se,005995,100,1670,23.4,309.2,0x16,7916,0x60,2 (unfiltered)
09:09:57,back_lawn_se,005995,100,1670,23.4,309.2,0x16,7916,0x60,2 (unfiltered)
09:10:01,desk_spare,0070f4,0,586,27.3,5.0,0x16,,,1 (filtered)
09:10:01,desk_spare,0070f4,0,586,27.3,5.0,0x16,128,0x20,2 (unfiltered)
09:10:01,desk_spare,0070f4,0,586,27.3,5.0,0x16,128,0x20,2 (unfiltered)
09:10:11,back_lawn_ne,005b45,100,1656,23.4,349.5,0x16,8948,0x60,2 (unfiltered)
09:10:11,back_lawn_ne,005b45,100,1656,23.4,349.5,0x16,8948,0x60,2 (unfiltered)
09:10:33,back_lawn_sw,005cb5,100,1676,23.5,349.7,0x16,8953,0x60,2 (unfiltered)
09:10:33,back_lawn_sw,005cb5,100,1676,23.5,349.7,0x16,8953,0x60,2 (unfiltered)
09:11:09,back_lawn_se,005995,100,1669,23.5,309.3,0x16,7918,0x60,2 (unfiltered)
09:11:22,back_lawn_ne,005b45,100,1657,23.4,349.5,0x16,8947,0x60,2 (unfiltered)
09:11:22,back_lawn_ne,005b45,100,1657,23.4,349.5,0x16,8947,0x60,2 (unfiltered)
09:11:44,back_lawn_sw,005cb5,100,1677,23.5,349.7,0x16,8953,0x60,2 (unfiltered)
09:11:44,back_lawn_sw,005cb5,100,1677,23.5,349.7,0x16,8953,0x60,2 (unfiltered)
09:12:20,back_lawn_nw,0058ac,99,1622,23.5,309.2,0x16,7915,0x60,2 (unfiltered)
09:12:20,back_lawn_nw,0058ac,99,1622,23.5,309.2,0x16,7915,0x60,2 (unfiltered)
09:12:20,back_lawn_se,005995,100,1670,23.5,319.3,0x16,8175,0x60,2 (unfiltered)
09:12:20,back_lawn_se,005995,100,1670,23.5,319.3,0x16,8175,0x60,2 (unfiltered)
09:12:55,back_lawn_sw,005cb5,100,1678,23.6,349.7,0x16,8953,0x60,2 (unfiltered)
09:13:33,back_lawn_nw,0058ac,99,1621,23.5,309.2,0x16,,,1 (filtered)
09:13:33,back_lawn_nw,0058ac,99,1621,23.5,309.2,0x16,7915,0x60,2 (unfiltered)
09:13:33,back_lawn_nw,0058ac,99,1621,23.5,309.2,0x16,7915,0x60,2 (unfiltered)
09:14:07,back_lawn_sw,005cb5,4,682,23.5,5.2,0x16,,,1 (filtered)
09:14:07,back_lawn_sw,005cb5,4,682,23.5,5.2,0x16,134,0x20,2 (unfiltered)
09:14:17,back_lawn_sw,005cb5,95,1578,23.5,1078.6,0x26,27611,0x60,2 (unfiltered)
09:14:17,back_lawn_sw,005cb5,95,1578,23.5,1078.6,0x26,27611,0x60,2 (unfiltered)
09:14:27,back_lawn_sw,005cb5,96,1588,23.5,926.7,0x26,23724,0x60,2 (unfiltered)
09:14:27,back_lawn_sw,005cb5,96,1588,23.5,926.7,0x26,23724,0x60,2 (unfiltered)
09:14:37,back_lawn_sw,005cb5,97,1597,23.6,916.7,0x26,23467,0x60,2 (unfiltered)
09:14:42,back_lawn_se,005995,97,1577,23.5,906.6,0x26,23208,0x60,2 (unfiltered)
09:14:46,back_lawn_nw,0058ac,85,1476,23.5,997.7,0x26,25540,0x50,2 (unfiltered)
09:14:46,back_lawn_nw,0058ac,85,1476,23.5,997.7,0x26,25540,0x50,2 (unfiltered)
09:14:47,back_lawn_sw,005cb5,97,1595,23.6,926.8,0x26,23725,0x60,2 (unfiltered)
09:14:56,back_lawn_ne,005b45,91,1563,23.4,946.9,0x26,24241,0x60,2 (unfiltered)
09:15:07,back_lawn_sw,005cb5,97,1595,23.6,916.7,0x26,23468,0x60,2 (unfiltered)
09:15:18,back_lawn_sw,005cb5,97,1594,23.6,916.7,0x26,23468,0x60,2 (unfiltered)
09:15:18,back_lawn_sw,005cb5,97,1594,23.6,916.7,0x26,23468,0x60,2 (unfiltered)
09:26:35,back_lawn_se,005995,88,1487,23.5,1443.2,0x36,36945,0x50,2 (unfiltered)
09:26:35,desk_spare,0070f4,0,586,28.2,5.0,0x16,128,0x20,2 (unfiltered)
09:26:48,back_lawn_ne,005b45,84,1492,23.5,1443.2,0x36,36945,0x50,2 (unfiltered)
09:27:10,back_lawn_sw,005cb5,87,1501,23.7,1564.5,0x36,40051,0x50,2 (unfiltered)
09:27:46,back_lawn_se,005995,87,1486,23.5,1443.2,0x36,36945,0x50,2 (unfiltered)
09:27:46,desk_spare,0070f4,0,586,28.2,5.0,0x16,129,0x20,2 (unfiltered)
09:27:59,back_lawn_ne,005b45,84,1492,23.5,1453.2,0x36,37203,0x50,2 (unfiltered)
09:28:09,back_lawn_nw,0058ac,81,1439,23.7,1483.6,0x36,37980,0x50,2 (unfiltered)
09:28:22,back_lawn_sw,005cb5,12,761,23.7,25.8,0x16,660,0x20,2 (unfiltered)
09:28:32,back_lawn_sw,005cb5,13,764,23.6,86.5,0x16,2215,0x20,2 (unfiltered)
09:28:52,back_lawn_sw,005cb5,78,1412,23.1,4496.8,0x66,115117,0x51,2 (unfiltered)
09:28:57,back_lawn_se,005995,21,820,23.5,4143.7,0x66,106079,0x31,2 (unfiltered)
09:28:57,desk_spare,0070f4,0,586,28.2,5.0,0x16,128,0x20,2 (unfiltered)
09:29:02,back_lawn_sw,005cb5,78,1414,23.1,4304.6,0x66,110199,0x51,2 (unfiltered)
09:29:07,back_lawn_se,005995,74,1346,23.5,4669.6,0x66,119542,0x51,2 (unfiltered)
09:29:11,back_lawn_ne,005b45,72,1370,23.5,4396.6,0x66,112553,0x51,2 (unfiltered)
09:29:12,back_lawn_sw,005cb5,79,1415,23.2,4325.0,0x66,110720,0x51,2 (unfiltered)
09:29:17,back_lawn_se,005995,73,1345,23.5,4740.5,0x76,121357,0x51,2 (unfiltered)
09:29:22,back_lawn_nw,0058ac,74,1363,23.7,4294.7,0x66,109944,0x51,2 (unfiltered)
09:29:22,back_lawn_sw,005cb5,78,1414,23.5,4325.2,0x66,110725,0x51,2 (unfiltered)
09:29:28,back_lawn_se,005995,73,1345,23.4,4780.9,0x76,122391,0x51,2 (unfiltered)
09:29:33,back_lawn_sw,005cb5,78,1414,23.7,4305.2,0x66,110213,0x51,2 (unfiltered)
09:29:37,back_lawn_se,005995,73,1345,23.4,4790.9,0x76,122648,0x51,2 (unfiltered)
09:29:47,back_lawn_se,005995,73,1345,23.5,4791.1,0x76,122653,0x51,2 (unfiltered)
09:29:57,back_lawn_se,005995,73,1345,23.5,4791.1,0x76,122652,0x51,2 (unfiltered)
09:30:22,back_lawn_ne,005b45,72,1368,23.5,4700.2,0x76,120324,0x51,2 (unfiltered)
09:30:35,back_lawn_nw,0058ac,73,1362,23.7,4577.8,0x66,117191,0x51,2 (unfiltered)
09:30:44,back_lawn_sw,005cb5,78,1413,23.8,4436.8,0x66,113582,0x51,2 (unfiltered)
09:31:33,back_lawn_ne,005b45,72,1367,23.5,4760.8,0x76,121877,0x51,2 (unfiltered)
09:31:48,back_lawn_nw,0058ac,73,1361,23.7,4709.2,0x66,120556,0x51,2 (unfiltered)
09:31:55,back_lawn_sw,005cb5,78,1412,23.8,4548.0,0x66,116429,0x51,2 (unfiltered)
09:32:31,back_lawn_se,005995,73,1344,23.5,4811.3,0x76,123169,0x51,2 (unfiltered)
09:32:44,back_lawn_ne,005b45,72,1367,23.5,4801.3,0x76,122914,0x51,2 (unfiltered)
09:33:01,back_lawn_nw,0058ac,73,1361,23.7,4780.1,0x76,122371,0x51,2 (unfiltered)
09:33:07,back_lawn_sw,005cb5,78,1412,23.8,4578.3,0x66,117205,0x51,2 (unfiltered)
09:33:56,back_lawn_ne,005b45,72,1367,23.5,4841.8,0x76,123949,0x51,2 (unfiltered)
09:34:14,back_lawn_nw,0058ac,73,1361,23.8,4810.6,0x76,123151,0x51,2 (unfiltered)
09:34:18,back_lawn_sw,005cb5,78,1412,23.8,4598.6,0x66,117723,0x51,2 (unfiltered)
09:34:54,back_lawn_se,005995,73,1340,23.5,4791.1,0x76,122652,0x51,2 (unfiltered)
09:35:07,back_lawn_ne,005b45,0,623,23.5,35.6,0x16,912,0x20,2 (unfiltered)
09:35:17,back_lawn_ne,005b45,0,610,23.4,35.7,0x16,914,0x20,2 (unfiltered)
09:35:27,back_lawn_ne,005b45,0,606,23.4,35.7,0x16,914,0x20,2 (unfiltered)
09:35:27,back_lawn_nw,0058ac,74,1371,23.8,4436.4,0x66,113571,0x51,2 (unfiltered)
09:35:29,back_lawn_sw,005cb5,0,606,23.8,2272.5,0x46,58176,0x20,2 (unfiltered)
09:35:37,back_lawn_ne,005b45,72,1372,23.4,4831.5,0x76,123686,0x51,2 (unfiltered)
09:35:39,back_lawn_sw,005cb5,77,1399,23.8,4275.0,0x66,109440,0x51,2 (unfiltered)
09:35:47,back_lawn_ne,005b45,72,1371,23.4,4801.2,0x76,122911,0x51,2 (unfiltered)
09:35:49,back_lawn_sw,005cb5,77,1399,23.8,4264.9,0x66,109181,0x51,2 (unfiltered)
09:35:57,back_lawn_ne,005b45,72,1371,23.5,4791.1,0x76,122653,0x51,2 (unfiltered)
09:35:59,back_lawn_sw,005cb5,77,1399,23.7,4274.9,0x66,109437,0x51,2 (unfiltered)
09:36:05,back_lawn_se,005995,76,1369,23.5,4406.7,0x66,112812,0x51,2 (unfiltered)
09:36:07,back_lawn_ne,005b45,72,1371,23.5,4781.1,0x76,122396,0x51,2 (unfiltered)
09:36:09,back_lawn_sw,005cb5,77,1399,23.7,4274.8,0x66,109436,0x51,2 (unfiltered)
09:36:19,back_lawn_sw,005cb5,77,1399,23.8,4264.8,0x66,109180,0x51,2 (unfiltered)
09:36:40,back_lawn_nw,0058ac,72,1351,23.8,4416.2,0x66,113054,0x51,2 (unfiltered)
09:36:40,back_lawn_sw,005cb5,77,1399,23.8,4264.8,0x66,109179,0x51,2 (unfiltered)
09:37:30,back_lawn_ne,005b45,72,1370,23.5,4781.1,0x76,122395,0x51,2 (unfiltered)
09:37:52,back_lawn_sw,005cb5,77,1398,23.8,4264.8,0x66,109179,0x51,2 (unfiltered)
09:37:53,back_lawn_nw,0058ac,72,1350,23.7,4426.2,0x66,113310,0x51,2 (unfiltered)
09:38:27,back_lawn_se,005995,76,1369,23.6,4416.8,0x66,113071,0x51,2 (unfiltered)
09:38:41,back_lawn_ne,005b45,72,1369,23.5,4771.0,0x76,122137,0x51,2 (unfiltered)
09:39:03,back_lawn_sw,005cb5,77,1398,23.8,4264.8,0x66,109180,0x51,2 (unfiltered)
09:39:06,back_lawn_nw,0058ac,72,1351,23.7,4426.1,0x66,113309,0x51,2 (unfiltered)
09:39:39,back_lawn_se,005995,2,624,23.6,299.2,0x16,7659,0x20,2 (unfiltered)
09:39:49,back_lawn_se,005995,0,607,23.3,359.9,0x16,9213,0x20,2 (unfiltered)
09:39:52,back_lawn_ne,005b45,0,617,23.5,5.2,0x16,134,0x20,2 (unfiltered)
09:39:59,back_lawn_se,005995,72,1335,23.0,4982.7,0x76,127557,0x51,2 (unfiltered)
09:40:02,back_lawn_ne,005b45,0,610,23.1,5.2,0x16,134,0x20,2 (unfiltered)
09:40:09,back_lawn_se,005995,76,1374,23.0,4588.2,0x66,117459,0x51,2 (unfiltered)
09:40:12,back_lawn_ne,005b45,73,1384,22.7,4648.7,0x66,119006,0x51,2 (unfiltered)
09:40:14,back_lawn_sw,005cb5,0,607,23.8,5.6,0x16,143,0x20,2 (unfiltered)
09:40:19,back_lawn_nw,0058ac,74,1371,23.7,4618.3,0x66,118228,0x51,2 (unfiltered)
09:40:19,back_lawn_se,005995,77,1377,23.0,4568.0,0x66,116942,0x51,2 (unfiltered)
09:40:22,back_lawn_ne,005b45,73,1384,22.6,4628.4,0x66,118486,0x51,2 (unfiltered)
09:40:24,back_lawn_sw,005cb5,78,1412,23.8,4699.6,0x66,120310,0x51,2 (unfiltered)
